FileName,TranscriptionNuance
./data\9142004464370000251_NajatS.wav,Oui j'arrive de la banque je suis allé faire un prix personnel pour pour payer la carte de crédit MasterCard au complet là je vois sur mon compte qu'il n'est pas encore rentré dans le compte Mastercard mais mon le mon agent m'avait dit que c'était effectif tout d'suite ce que je souhaiterais faire aujourd'hui ça serait diminué la marge de crédit s'il vous plaît est-ce que c'est possible
./data\9142004906950000251_Anne-Marie_1.wav,Bon moi j'ai un appel ce matin quelqu'un qui disait qu'on essayait de frauder dans mon compte de banque c'est le monsieur qui était très insistant il disait que c'est la banque de Toronto l'appel c'est une fraude national en tout cas c'est plein de ma demandé lequel appareil j'utilisais ma fois mon ordinateur et tout là quand j'ai vu que c'était marqué. Com y'avait une alerte j'ai refusé de rentrer dans le système qu'il disait que le monsieur était pas content mais je comprends pas mon numéro de téléphone
./data\9142004906950000251_NaimaF.wav,Bon moi j'ai eu un appel ce matin quelqu'un qui disait qu'on essaiyait de frauder dans mon compte de banque c'est le monsieur qui était très des assistants il disait que c'était la banque de Toronto l'appel c'est une fraude nationale en tout cas c'est que là il m'a demandé lequel appareil j'utilisais ils m'a fait ouvrir mon ordinateur et tout là quand j'ai vu que c'était marqué. Com puis qu'il y avait une alerte j'ai refusé de rentrer dans le système qui me disait fait que là le monsieur était pas content mais je comprends pas là qui m'ont eu mon numéro de téléphone
./data\9142004906950000251_NajatS.wav,Bon moi j'ai un appel ce matin quelqu'un qui disait qu'on essaie dans mon compte de banque c'est le monsieur qui était très insistant il disait que c'est la banque Toronto l'appel c'est une fraude national en tout cas fait que là il m'a demandé lequel appareil j'utilisais ils m'a fait ouvrir mon ordinateur et tout là quand j'ai vu que c'était marqué. Com puis qu'il y avait une alerte j'ai refusé 22 rentré dans le système qui me disait fait que là le monsieur était pas content mais je comprends pas qu'il est mon numéro de téléphone
./data\9142006104980000251_AwaS.wav,"Je veux, deux comptes à payer"
./data\9142006104980000251_Charles.wav,Je j'ai deux comptes à payer
./data\9142006104980000251_NajatS.wav,Je j'ai deux comptes à payer
./data\9142008029990000251_Anne-Marie_1.wav,Ouais c'est ça je vous appelle parce que j'ai essayé de payer ma ma marge de crédit à partir de mon courriel j'ai j'envoyé de l'argent sur mon courriel après ça je veux faire un transfert mais aussitôt quand quand apparaît de Banque Nationale j'ai tout d'suite le le le problème technique c'est comme si transfert il c'est comme bloqué ou quelque chose
./data\9142008029990000251_NaimaF.wav,Ouais c'est ça je vous appelle parce que j'ai essayé de payer ma ma marge de crédit à partir de mon courriel et j'ai envoyé de de d'argent sur mon courriel après ça je voulais faire un transfert mais aussitôt quand quand apparaître de Banque Nationale j'ai tout de suit le le problème technique c'est comme si transfert il c'est comme bloqué ou quelque chose
./data\9142029864340000251_Anne-Marie_1.wav,Oui bonjour j'ai parlé à une autre personne d'avance avant toi c'était concernant c'parce qu'on s'est fait pirater notre courriel notre cellulaire je voulais savoir si ça pouvait avoir une incidence sur nos comptes de banque est-ce qu'il fallait que j'avertisse pour que pour que vous vérifiez mieux les comptes de banque pour pas qu'il arrive des transactions bizarres comme on dit ou on laisse ça comme ça fallait que j'avertisse
./data\9142029864340000251_Charles.wav,Oui bonjour j'ai parlé à une autre personne d'avance avant toi c'était concernant c'est parce qu'on s'est fait pirater notre courriel notre cellulaire je voulais savoir si ça pouvait avoir une incidence sur nos comptes de banque est-ce qu'il fallait que j'avertisse pour que pour que vous vérifiez mieux les comptes de banque pour pas qu'il arrive des transactions bizarres comme on dit ou on laisse ça comme ça il fallait que j'avertisse
./data\9142029864340000251_NajatS.wav,Oui bonjour j'ai parlé à une personne d'avance avant toi c'était concernant c'est parce qu'on s'est fait pirater notre courriel notre cellulaire je voulais savoir si c'est pour avoir une incidence sur nos comptes de banque est-ce qu'il fallait que j'avertisse pour que pour que vous vérifiez mieux les comptes de banque pour pas qu'il arrive des transactions bizarres comme on dit ou on laisse ça comme ça il fallait que j'avertisse
./data\9142030531760000251_Charles.wav,Pis dans le fond je voulais juste m'assurer parce que ma mon en fait mon prochain paiement bla-bla-bla taxes municipales était le 3 juin pis la prise de possession est le 27 mai fait que je voulais m'assurer que ce soit pas pris pis si y avait un solde restant dans mon compte de taxes municipales et scolaires bien je pense que vous vous l'appliquez au solde hypothécaire directement
./data\9142030531760000251_NaimaF.wav,Pis dans le fond je voulais juste m'assurer parce que ma mon en fait mon prochain paiement taxes municipales était le 3 juin puis la prise de possession est le 27 mai fait que je voulais m'assurer que ça soit pas pris puis s'il y avait un solde restant dans mon compte de taxes municipales et scolaires bien je pense que vous vous l'appliquez qui se solde hypothécaire directement
./data\9142030531760000251_rima.wav,Puis dans le fond je voulais juste m'assurer parce que ma mon en fait mon prochain paiement taxes municipales était le 3 juin pis la prise de possession est le 27 mai fait que je voulais m'assurer que ça soit pas pris pis si y avait un solde restant dans mon compte de taxes municipales et scolaires bien je pense que vous vous l'appliquez solde hypothécaire directement
./data\9142031082480000251_NaimaF.wav,Oui bonjour j'appelle parce que j'ai une marge tout on a je paie les intérêts minimum mensuellement donc je paye 16 dollars là qui mensuellement se débite directement de mon compte j'aimerais faire monter ce paiement là
./data\9142031082480000251_NajatS.wav,Oui bonjour j'appelle parce que j'ai une marge tout en un et je paie les intérêts minimum mensuellement donc je paye 16 dollars là qui mensuellement se débite directement de mon compte et j'aimerais faire augmenter ce paiement là bla-bla
./data\9142031913990000251_Anne-Marie_1.wav,Présentement j'ai subi un vol d'identité
./data\9142031913990000251_Charles.wav,Présentement j'ai subi un vol d'identité
./data\9142031913990000251_NajatS.wav,Présentement j'ai subi un vol d'identité
./data\9142032561100000251_AwaS.wav,J'aimerais avoir une confirmation parce que j'ai été longue discussion avec des collègues ainsi que je souhaite en fait j'ai une carte de crédit Mastercard avec vous une platine j'ai discuté avec certains de vos collègues dans la journée pour souscrire à une World élite par contre je voulais juste m'assurer parce que je sais que j'ai discuté avec des collègues tantôt puis je vais avoir vu que je suis cliente depuis un certain nombre d'amis l'exonération des frais de 150 $ la première année
./data\9142032561100000251_Charles.wav,Je voudrais avoir confirmation parce que j'ai été en discussion ce matin hier avec des collègues pis que je souhaite en fait j'ai une carte de crédit MasterCard avec vous une platine j'ai discuté avec certains de vos collègues dans la journée pour souscrire à une World de limite par contre je voulais juste m'assurer parce que je sais que j'ai discuté avec des collègues tantôt pis je vais avoir vu que je suis client depuis un certain nombre d'années l'exonération des frais de 150 $ la première année
./data\9142032561100000251_NaimaF.wav,J'aimerais avoir une confirmation parce que j'ai été en discussion ce matin hier avec des collègues pis que je souhaite en fait j'ai une carte de crédit MasterCard avec vous une platine j'ai discuté avec certains de vos collègues dans la journée pour souscrire à la élite par contre je voulais juste m'assurer parce que je sais que j'ai discuté avec des collègues tantôt pis je veux avoir vu que je suis client depuis un certain nombre d'années l'exonération des frais 250 $ la première année
./data\9142039598840000251_Anne-Marie_2.wav,Ma question est la suivante en fait c'est en ce qui à trait à mon compte CELI je pense que dès qu'il y a une nouvelle mise à jour qui été fait sur le site Internet et j'arrive plus à retirer de l'argent
./data\9142039598840000251_Charles.wav,Ma question est la suivante en fait c'est en ce qui attrait à mon compte CELI je pense que dès qu'il y a une nouvelle mise à jour qui été fait sur le site Internet et que j'arrive plus à retirer mon argent
./data\9142039598840000251_NaimaF.wav,Ma question est la suivante en fait c'est en ce qui à trait à mon compte CELI je pense que dès qu'il y a une nouvelle mise à jour qui a été faite sur le site Internet et je n'arrive plus à retirer de l'argent
./data\9142039675260000251_Charles.wav,Oui bonjour voyons excusez j'aimerais savoir on bloque l'accès pour que je puisse mettre mon compte pour acheter sur crypto. Com des monnaies crypto puis je voudrais faire qu'est-ce que ça bloque pas
./data\9142039675260000251_Natalia2.wav,Oui bonjour voyons excusez j'aimerais savoir on bloque l'accès pour que je puisse mettre mon compte pour acheter sur crypto. Com des monnaies crypto je voudrais faire qu'est-ce que ça bloque pas
./data\9142039994770000251_Charles.wav,J'ai essayé hier de me connecter puis avec ma clé mais c'est comme si mon code d'utilisateur avait changé je suis plus capable de me connecter pis j'ai des employés qui ben une nouvelle employée puis il faut que je modifie son compte là
./data\9142039994770000251_NajatS.wav,Je suis hier de me reconnecter pis avec ma clé mais c'est comme si mon code d'utilisateur avait changé je suis plus capable de me connecter pis j'ai des employés qui ben une nouvelle pis il faut que je modifie son compte là
./data\9142039994770000251_Natalia.wav,Hier de me reconnecter puis avec ma clé mais c'est comme si mon code d'utilisateur avait changé je suis plus capable de me connecter pis j'ai des implants y'a qui ben une nouvelle employée puis il faut que je modifie son compte là
./data\9142049300940000251_Charles.wav,Ben moi j'utilise pas ma carte j'aimerais ça fermer le compte là si jamais je j'en utilise un autre fait que
./data\9142049300940000251_NaimaF.wav,Bien moi j'utilise pas ma carte j'aimerais ça fermer le compte là si jamais je j'en utilise un autre fait que
./data\9142049300940000251_NajatS.wav,Ben moi j'utilise pas ma carte j'aimerais ça fermer le compte là si jamais je j'en utilise un autre fait que
./data\9142049971070000251_Anne-Marie_2.wav,Oui je voudrais retirer de l'argent de mon CELI s'il vous plaît
./data\9142049971070000251_NaimaF.wav,Oui je voudrais retirer de l'argent de mon CELI s'il vous plaît
./data\9142049971070000251_NajatS.wav,Oui je voudrais retirer de l'argent de mon CELI s'il vous plaît
./data\9142074466130000251_NaimaF.wav,Oui bonjour alors ici j'ai essayé de passer de faire un achat chez IGA et ça comme dit que c'était refusé ou je sais pas
./data\9142074466130000251_NajatS.wav,Oui bonjour alors j'essaie de passer faire un achat chez IGA et ça comme dit que c'était refusé ou je sais pas
./data\9142075770100000251_Anne-Marie_1.wav,Bonjour monsieur j'essaie d'accéder à mon compte bancaire en ligne pis on me dit qu'il est verrouillé
./data\9142075770100000251_Charles.wav,Bonjour monsieur j'essaie d'accéder à mon compte bancaire en ligne pis on me dit qu'il est verrouillé
./data\9142075770100000251_rima.wav,Bonjour monsieur j'essaie d'accéder à mon compte bancaire en ligne pis on me dit qu'il est verrouillé
./data\9142083883620000251_Anne-Marie_1.wav,En fait dans le fond j'avais appelé tout à l'heure pis c'était parce que j'arrivais pas me connecter compte bancaire en ligne
./data\9142083883620000251_NajatS.wav,En fait dans le fond j'avais appelé tout à l'heure pis c'était parce que j'arrivais pas me connecter un compte bancaire en ligne
./data\9142083883620000251_Natalia3.wav,En fait dans le fond j'avais appelé tout à l'heure pis c'est parce que j'arrivais pas me connecter un compte bancaire en ligne
./data\9142101854330000251_Anne-Marie_2.wav,Oui bonjour hier j'ai parlé avec une dame qui a ouvert un contrat pis elle m'avait elle m'avait dit fallait juste rappeler pour avoir le le le voyons la confirmation de de mon conjoint et moi
./data\9142101854330000251_NaimaF.wav,Oui bonjour hier j'ai parlé avec une dame qui a ouvert un contrat pis elle m'avait elle m'avait dit fallait juste rappeler pour avoir le le le voyons la confirmation de de mon conjoint et moi
./data\9142101854330000251_NajatS.wav,Oui bonjour hier j'ai parlé avec une dame qui a ouvert un contrat pis elle m'avait elle m'avait dit fallait juste rappeler pour avoir le le le voyons la confirmation de de de mon conjoint et moi
./data\9142108143410000251_Anne-Marie_2.wav,J'appelle pour une information nous on a présentement une hypothèque en vigueur là avec la Banque Nationale pis on est dû pour un renouvellement au mois d'août j'avais contacté votre service y'a pas longtemps pis on m'avait dit vous pourriez geler si on veux ou avoir plus autoriser le le le taux présentement puis éventuellement là faire votre renouvellement pis je voulais savoir comment ça fonctionnait ce ce fonction-là de geler un taux est-ce qu'on gèle un taux si par exemple on veut un taux en date d'aujourd'hui est-ce que si varie dans le temps d'ici à ma date de renouvellement je peux je peux j'ai un auto où est-ce que c'est une fois j'ai eu un taux c'est celui-là qui va être appliqué
./data\9142108143410000251_AwaS.wav,J'appelle pour une information nous on a présentement une hypothèque conviviale avec la Banque Nationale pis on est dû pour un renouvellement au mois d'août j'avais contacté votre service y'a pas longtemps puis on m'avait dit ben vous pourriez j'ai si on veut avoir plus autoriser le le le taux présentement puis éventuellement là faire votre renouvellement pis je voulais savoir comment ça fonctionnait ce ce fonction la deuxième ligne est-ce que c'est le 1313 en date d'aujourd'hui est-ce que s'il varie dans le temps d'ici à ma date de renouvellement je peux je peux j'ai déjà un autre où est-ce que une fois que j'ai eu un trou c'est celui-là qui va être appliqué
./data\9142108143410000251_NaimaF.wav,J'appelle pour une information nous on ben on a présentement une hypothèque on vigueur là avec la Banque Nationale puis on est dû pour un renouvellement au mois d'août j'avais contacté votre service y'a pas longtemps et puis on m'avait dit ben vous pourriez geler si on veux ou tu sais avoir préautorisé le le le taux présentement pis elles m'ont là faire votre renouvellement pis je voulais savoir comment ça fonctionnait ce ce fonction-là de geler un taux est-ce que on gèle un taux si par exemple on veut un taux en date d'aujourd'hui est-ce que c'est si il varie dans le temps d'ici à ma date de renouvellement j'peux j'peux geler à un autre nom où est-ce que c'est une fois que j'ai eu un taux c'est celui-là qui va être appliqué
./data\9142115867440000251_Charles.wav,Oui bonjour j'aimerais réactiver la carte de renouvellement
./data\9142115867440000251_NaimaF.wav,Oui bonjour j'aimerais réactiver ma carte de renouvellement Mastercard
./data\9142115867440000251_NajatS.wav,Oui bonjour j'aimerais réactiver la carte de renouvellement Mastercard
./data\9142119477600000251_Anne-Marie_2.wav,C'est ça c'est le problème j'ai fait une connerie je voulais je voulais détruire moi la vieille carte MasterCard de de crédit j'ai j'ai j'ai charcuté la carte de débit
./data\9142119477600000251_Charles.wav,C'est ça le problème j'ai fait une connerie je voulais je voulais détruire moi ma vieille carte MasterCard de crédit j'ai j'ai charcuté la carte débit
./data\9142119477600000251_NajatS.wav,C'est ça c'est le problème j'ai fait une connerie je voulais je voulais détruire moi la vieille carte Mastercard de 22 crédit j'ai j'ai charcuté la carte de débit
./data\9142125856190000251_Anne-Marie_2.wav,Ouais moi c'est pour ajouter un administrateur de notre compte de banque pour les solutions affaires
./data\9142125856190000251_AwaS.wav,Oui moi c'est pour ajouter un administrateur de notre compte de banque pour les solutions affaires
./data\9142125856190000251_NaimaF.wav,Ouais moi c'est pour ajouter un administrateur d'un compte de banque pour les solutions affaires
./data\9142127335170000251_Charles.wav,Oui bonjour je téléphone parce que mon solde mon prêt hypothécaire vient à échéance bientôt et vous m'avez envoyé un courriel pour dire que je pouvais vous appeler pour négocier le taux dès maintenant
./data\9142127335170000251_NajatS.wav,Oui bonjour je téléphone parce que mon solde mon prêt hypothécaire d'un change bientôt et vous m'avez envoyé un courriel pour dire que je pouvais vous appeler pour négocier le taux dès maintenant
./data\9142127335170000251_rima.wav,Oui bonjour je téléphone parce que mon solde de mon prêt hypothécaire vient échéance bientôt et vous m'avez envoyé un courriel pour dire que je pouvais vous appeler pour négocier le taux dès maintenant
./data\9142152507160010251_Charles.wav,En fait moi j'ai cette fin de semaine je voulais acheter quelque chose sur un site Internet j'ai utilisé ma carte ben en fait le PayPal mais en fait le site c'est un site fictif donc quand j'ai entré le de le montant j'ai fait la transaction j'ai rien reçu comme comment on peut dire que c'est bien placée la commande donc ils ont dit oui accepté mais y'a aucune autre information à ce je me suis rendu compte que c'est un site frauduleux
./data\9142152507160010251_NaimaF.wav,En fait moi j'ai cette fin de semaine je voulais acheter quelque chose sur un site Internet j'ai utilisé ma carte ben en fait le PayPal mais en fait le site c'est un site fictif donc quand j'ai rentré le montant j'ai fait la transaction j'ai rien reçu comme comment on peut dire que c'est bien placée la commande donc ils ont dit oui accepté mais il y a aucune autre information à ce je me suis rendue compte que c'était un site frauduleux
./data\9142152507160010251_NajatS.wav,En fait moi j'ai cette fin de semaine je voulais acheter quelque chose sur un site Internet j'ai utilisé ma carte ben en fait le PayPal mais en fait le site c'est un site fictif donc quand j'ai entrées de le montant j'ai fait la transaction j'ai rien reçu comme comment on peut dire que c'est bien placée la commande donc ils ont dit oui accepté mais y'a aucune autre information à sur je me suis rendue compte que c'était un site frauduleux
./data\9142153219360010251_Anne-Marie_2.wav,OK donc vous devez avoir l'information c'est à cause que j'ai appelé de ça peut-être trois semaines de ça à peu près pour des choses qui embarquent sur mon compte j'sais pas d'où ça vient sont en train supposé vérifier pis m'enlever ça sur mon compte savoir sept et sept
./data\9142153219360010251_Charles.wav,OK donc vous devez avoir l'information c'est à cause que j'ai appelé de ça peut-être trois semaines de ça à peu près pour des choses qui embarquent sur mon compte je sais pas de où ça vient sont en train supposé vérifier pis m'enlever ça sur mon compte va savoir si ça été fait
./data\9142153219360010251_NajatS.wav,OK donc vous devez avoir l'information c'est à cause que j'ai appelé de ça peut-être trois semaines de ça à peu près pour des choses sur mon compte je sais pas d'où ça vient sont en train de vérifier pis sur mon compte savoir si sa défaite
./data\9142167959220000251_Charles.wav,J'ai fait un prêt hypothécaire là le l'année passée je l'avais remonté pis j'avais droit de mettre je pense 10 pourcent donc ça fait que cette année c'est ça là j'en ai fait un initialement quand j'ai entré hypothéquer vu que c'était l'année passée donc cette année j'ai encore le droit de mettre un autre 10 pourcent
./data\9142167959220000251_NajatS.wav,J'ai fait un prêt hypothécaire là le l'année passée je l'avais augmenté puis j'avais le droit de mettre j'pense 10 pourcent donc ça fait que cette année c'est ça là j'en ai fait un initialement quand que j'ai réhypothéqué vu que c'était l'année passée donc cette année j'aurais encore le droit de mettre un autre 10 pourcent
./data\9142167959220000251_rima.wav,J'ai fait un prêt hypothécaire là le l'année passée je l'avais remonté pis j'avais le droit de mettre je pense 10 pourcent donc ça fait que cette année c'est ça là j'en ai faite un initialement quand j'ai réhypothéqué vu que c'était l'année passée donc cette année j'aurais encore le droit de mettre un autre 10 pourcent
./data\9142168566870000251_Charles.wav,Oui moi c'est pour payer la Mastercard Canadian tire puis la MasterCard de la banque j'ai deux comptes
./data\9142168566870000251_NaimaF.wav,Oui moi c'est pour payer la MasterCard Canadian tire puis la MasterCard de la banque j'ai deux comptes
./data\9142168566870000251_NajatS.wav,Oui moi c'est pour payer un la Mastercard Canadian Tire et puis la MasterCard de la banque j'ai deux comptes
./data\9142185565670000251_AwaS.wav,Alors ben c'est comme à Julie précédemment j'ai reçu un virement Interac par mon adresse e-mail là j'essaie de le déposer dans ma Banque Nationale et ça ne fonctionne pas
./data\9142185565670000251_NaimaF.wav,Alors ben c'est comme j'expliquais à Julie précédemment j'ai reçu un virement Interac par mon adresse e-mail et là j'essaie de le déposer dans ma Banque Nationale et ça ne fonctionne pas
./data\9142185565670000251_NajatS.wav,Alors ben c'est comme j'expliquais à Julie précédemment j'ai reçu 10 Interac par mon adresse e-mail et là j'essaie de le déposer dans ma Banque Nationale et ça ne fonctionne pas
./data\9142222348900000251_NaimaF.wav,Oui bonjour j'aurais voulu transférer 1000 $ de mon CELI à mon compte courant s'il vous plaît
./data\9142222348900000251_NajatS.wav,Oui bonjour j'aurais voulu transférer 1000 $ de mon CELI à mon compte courant s'il vous plaît
./data\9142228937820000251_Charles.wav,Je vous appelle parce que en fait j'ai trois compagnies en tout à la Banque Nationale y'en a une qui été créée récemment et on m'envoyé un code d'utilisateur et un mot de passe là j'ai été modifier ça tantôt mais en fait ce que j'aimerais c'est que cette troisième compagnie là soit intégrée à mon autre compte mon autre code d'utilisateur où j'ai déjà mes deux autres compagnies
./data\9142228937820000251_NajatS.wav,Je vous appelle parce qu'on fait j'ai trois compagnies en tout à la Banque Nationale il y en a une qui été créée récemment envoyé un code d'utilisateur et un mot de passe là j'ai été modifier ça tantôt mais en fait ce que j'aimerais c'est que cette troisième compagnie là soit intégrée à mon autre compte mon autre code d'utilisateur où j'ai déjà mes deux autres compagnies
./data\9142228937820000251_rima.wav,Je vous appelle parce qu'en fait j'ai trois compagnies en tout à la Banque Nationale y'en a une qui été créée récemment on m'envoyé un code d'utilisateur et mot de passe là j'ai été modifier ça tantôt mais en fait ce que j'aimerais c'est que cette troisième compagnie là soit intégrée à mon autre compte mon code d'utilisateur où j'ai déjà mes deux autres compagnies
./data\9142246448340000251_Anne-Marie_2.wav,Oui bonjour moi je voudrais installer un nouveau membre
./data\9142246448340000251_AwaS.wav,Oui bonjour moi je voudrais installer un nouveau membre
./data\9142246448340000251_NaimaF.wav,Oui bonjour moi je voudrais installer un nouveau membre
./data\9142255715460000251_AwaS.wav,Oui je voulais vous m'aidez à propos d'un paiement à propos d'la paiement j'ai fait un paiement avec les gens bla-bla-bla depuis le 11 mai mais ils m'ont dit qu'ils n'ont pas reçu ce paiement mais je vois dans mon compte ils m'ont dit que c'est déjà passé
./data\9142255715460000251_Charles.wav,Oui je voulais vous m'aidez à propos paiement à propos de la paiement j'ai fait un paiement avec les gens bla-bla-bla depuis le 11 mai mais ils m'ont dit qu'ils n'ont pas reçu ce paiement mais je vois dans mon compte ils m'ont dit que c'est déjà passé
./data\9142255715460000251_NajatS.wav,Oui je voulais vous m'aider à propos un paiement à propos de la paiement j'ai fait un paiement avec les gens depuis le 11 mai mais ils m'ont dit qu'ils n'ont pas reçu ce paiement mais je vois dans mon compte et ils m'ont dit que c'est déjà passé
./data\9142280262910000251_Anne-Marie_2.wav,J'ai fait faire une transaction en ligne mais toujours toujours arrêté je voulais savoir cette semaine la carte là fait que peut-être que vous avez quelque chose ou je sais pas là
./data\9142280262910000251_Charles.wav,J'ai essayé de faire une transaction ligne mais toujours toujours arrêté je voulais savoir mais j'suis pas mal sûr que ça vient de la carte là fait que peut-être que vous avez quelque chose ou je sais pas
./data\9142280262910000251_NajatS.wav,Je suis de faire une transaction ligne mais elle est toujours toujours arrêté je voulais savoir mes cheveux sur la carte là fait que peut-être vous avez quelque chose ou je sais pas oui bonjour en ce moment je suis avec ma conjointe pis on essaie de faire des transferts entre nos comptes mais on est pas capable parce que c'est des montants excédant 3000 $ c'est juste j'aimerais bien si c'est possible de faire des transferts avec vous parce qu'on a vraiment besoin de faire les les transferts entre les comptes là
./data\9142281300550000251_Charles.wav,Quand je fait ajouter une facture avec le nom du du magasin pépinière du Cap pis y'a rien qui se passe aucune recherche même le la pépinière du Cap j'ai le transit et numéro de compte fait que je sais pas comment dans le système on peut avoir on peut rentrer une facture quand on a un transit
./data\9142281300550000251_NajatS.wav,Quand je fait ajouter une facture avec le nom du du magasin pépinière du Cap pis y'a rien qui se passe une recherche même le la pépinière du Cap j'ai le transit et le numéro de compte fait que je sais pas comment dans le système on peut avoir on peut rentrer une facture quand on a un transit
./data\9142291405210000251_Anne-Marie_1.wav,Bonjour je veux avoir une information sur mon mes retraits là la succursale où je fais affaire la caissière m'a dit que j'avais un maximum de 4000 $ de retrait par jour à partir de demain
./data\9142291405210000251_AwaS.wav,Bonjour je veux avoir une information sur mes retraits là la succursale où je fais affaire la question m'a dit que j'avais un maximum de 4000 $ de retrait par jour à partir de demain
./data\9142291405210000251_Charles.wav,Bonjour j'veux avoir une information sur mon mes retraits là la succursale où je fais affaire la caissière m'a dit que j'avais un maximum de 4000 $ de retrait par jour à partir de demain
./data\9142292806140000251_AwaS.wav,Oui bonjour c'est parce que je suis en train de relever mon mon relevé par Internet pis j'avais une interrogation pour un montant qui qui avait été enlevé
./data\9142292806140000251_Charles.wav,Oui bonjour c'est parce que je suis en train de relever mon mon relevé par Internet pis j'avais une interrogation pour un montant qui qui avait été enlevé
./data\9142292806140000251_NajatS.wav,Oui bonjour c'est parce que je suis en train de relever mon mon relevé par Internet pis j'avais pour un montant qui qui avait été enlevé
./data\9142297298150000251_Charles.wav,Oui je voulais juste savoir j'ai appelé un de vos collègues là la semaine dernière par rapport au fait que j'ai un prêt avec la Banque Nationale pour mon auto j'ai appelé en fait mercredi dernier pis il m'a dit que dans le fond c'était pour le remboursement du prêt là
./data\9142297298150000251_NaimaF.wav,Oui je voulais juste savoir j'ai appelé un de vos collègues là la semaine dernière par rapport fait que j'ai un prêt avec la Banque Nationale pour mon auto j'ai appelé en fait mercredi dernier pis il m'a dit que dans l'fond c'était pour le remboursement du prêt là
./data\9142299954230000251_Charles.wav,Oui sur sur mon application Banque Nationale je suis pas capable de faire des transactions je sais pas si une solution pour ça
./data\9142299954230000251_NajatS.wav,Je vous appelle parce qu'on fait j'ai trois compagnies en tout à la Banque Nationale il y en a une qui été créée récemment envoyé un code d'utilisateur et mot de passe là j'ai été modifier ça tantôt mais en fait ce que j'aimerais c'est que cette troisième compagnie là soit intégrée à mon autre compte mon autre code d'utilisateur où j'ai déjà mes deux autres compagnies oui sur sur mon application Banque Nationale je suis pas capable de faire des transactions là je suis pas une solution pour ça
./data\9142299954230000251_rima.wav,Oui sur mon application Banque Nationale je suis pas capable de faire des transactions je sais pas si y'a une solution pour ça
./data\9142301367810000251_AwaS.wav,Oui c'est un compte en souffrance c'est un compte que j'ai utilisé parce que je faisait affaire avec le groupe Investors consulat succession tout l'argent de notre succession est passé par l'entremise de ce compte-là par la suite le groupe investir la place que j'ai reçu la lettre comme quoi qui est en souffrance est-ce que je peux te donner le numéro de compte
./data\9142301367810000251_Charles.wav,Oui c'est un compte en souffrance c'est un compte que j'ai utilisé parce que je faisait affaire avec le groupe Investors et quand j'ai eu la succession tout l'argent de la succession est passé par entremise de ce compte-là par la suite le groupe Investors a placé et j'ai reçu la lettre comme quoi qu'il était en souffrance est-ce que je peux te donner le numéro de compte
./data\9142301367810000251_NajatS.wav,Oui c'est un compte en souffrance c'est un compte que j'ai utilisé parce que je faisait affaire avec le groupe Investors et quand j'ai eu la succession tout l'argent de notre succession est passé par l'entremise de ce compte-là par la suite le groupe Investors de la presser j'ai reçu la lettre comme quoi qu'il était en souffrance est-ce que je peux te donner le numéro du compte
./data\9142306240970000251_Anne-Marie_1.wav,Oui bonjour Heille regarde moi j'ai fait le paiement de ma carte de crédit en fait j'ai deux cartes de crédit en apercevoir que j'ai fait les deux paiements sur la même pis la compagnie carte de crédit m'ont dit qu'y fallait que j'vous appelle vous pour annuler ça
./data\9142306240970000251_Charles.wav,Oui bonjour hey regarde moi j'ai fait le changement de ma carte de crédit en fait j'ai deux cartes de crédit pis là je viens de m'apercevoir que j'ai fait les deux paiements sur la même pis la compagnie carte de crédit m'ont dit qu'il fallait que je vous appelle vous pour annuler ça
./data\9142306240970000251_NajatS.wav,Oui bonjour hey regarde moi j'ai fait le paiement de ma carte de crédit en fait j'ai deux cartes de crédit pis là je viens de m'apercevoir que j'ai fait les deux paiements sur la même pis la compagnie de carte de crédit m'ont dit qu'il fallait que je vous appelle vous pour annuler ça
./data\9142307543880000251_Charles.wav,Écoute c'est juste que j'ai acheté un scooter à mon gars je m'en vais chercher aujourd'hui puis sur ma carte de débit où est-ce que j'achète ce scooter ils prennent juste la carte de débit je vais vendre actions la mettons d'ici à la fin de la journée d'autour de 3200 $ sur ma carte y'a tu moyen de m'allouer cette transactions là ou
./data\9142307543880000251_NaimaF.wav,Écoute c'est juste que j'ai acheté un scooter à mon gars je m'en va le chercher aujourd'hui puis sur ma carte de débit où est-ce que j'achète ce scooter ils prennent juste la carte de débit je vais avoir une transaction là mettons d'ici à la fin de la journée d'autour de 3200 $ sur ma carte y'a tu moyen de m'allouer cette transactions là ou
./data\9142307543880000251_NajatS.wav,Écoute c'est juste que j'ai acheté un scooter à mon gars je m'en vais chercher aujourd'hui puis sur ma carte de débit où est-ce que j'achète ce scooter ils prennent juste la carte de débit je veux avoir une transaction là mettons d'ici à la fin de la journée d'autour d'eux 3200 $ sur ma carte y'a tu moyen de m'allouer cette transactions là ou
./data\9142316714610000251_Charles.wav,J'ai j'ai reçu ma carte Mastercard la semaine passé je l'ai activé pis là je commande à Reno dépôt puis ils me disent mode de communication pour l'envoi de votre code sécurisé n'est pas à jour par conséquent cette carte ne peut être utilisée pour finaliser cette transaction a ligne sécurisé veuillez communiquer avec le service à la clientèle Banque Nationale
